label,label_text,clean_text
2,Mixed,روايه جميله و اسلوبلها الادبي متميز و اللغه العربيه متميزه و بعيده كل البعد عن الركه و الابتذال الروايه اكتر جزء جذبني فيها قصه نور الدين كانت شيقه و شخصيه نور الدين المليئه بالتناقضات حب الاندفاع و الجبن في نفس الوقت خيانه اصدقائه وحبه لهم و اخلاصه في نفس الوقت ووصوله للسلطه في ظل الحكومه العسكريه الفاسده بعد هذا الجزء شعرت بالملل و الجزء الاخير قصه علي نفسها لم تعجبني كره الكاتب لحكم العسكر و فساد الحكومه في مصر واضح و صارخ اوي مع اني متفقه معاه جدا في وجه النظر بس شعرت بالمبالغه في تشويههم التشويه الاداري و يكفيني لكرههم لكن الكاتب بالغ في التشويه الاخلاقي للعسكر اللي انا بكرهم جدا بس في نفس الوقت ضد التشويه الاخلاقي اللي وجدته في حكايه فايزه وابوها وجدتها مبتذله و موضها في القصه لزياده كره الرجل العسكري المعقد فقط كنت اتمني ان الروايه تنتهي عند انتقال علي من الحربيه للطب لان الباقي لم يعجبني و حسيتو اتكتب زيه كتير
2,Mixed,كتاب لطيف وبسيط ولكنه يحمل الكثير من المعاني والتفاؤل حبيته، حبيت بساطته في السرد وسلاسته قريته وكنت وقتها في حاله مزاجيه سيئه ولكني انتهيت من قراءته وانا مليئه بالتفاؤل مع اني ما احب اقرا الكتب العباره عن مجموعه مقالات ولكن غير فكرتي المغلوث بعد هذا الكتاب
0,Negative,الفقر والمرض والجهل محور ازماتنا الابديه لكن لم اجد العمق الادبي الذي كنت ابحث عنه، فالروايه مليئه بالتكرار غير الضروري، فكل فكره تطرحها الكاتبه تظل تكرر وتكرر فيها حتي تصيبني بالملل انتهيت منها لمجرد ان اعرف ماذا حل بشخوص الروايه، لكن من دون استمتاع، فاللغه بسيطه لدرجه السذاجه التي تشبه قصص ابتائي، والشخصيات مكتوبه باسلوب مسطح دون عمق باختصار هي روايه غير ناضجه
0,Negative,سيئه جدا جدا سيئ جدا موظفات استقبال روسيات ليس لديهن اي مهاره ولا حتي لغه انجليزيه واضحه خدمه ضعيفه جدا واي طلب تقعد سنه حتي يردوا
2,Mixed,وجبه خفيفه تلتهم سريعا تجد فيها روح الفكاهه لكن ينقصها مزيد من الوصف لتضم الي ادب الرحلات
1,Positive,الروايه التي اكلت حروفها اعماق عقلي وايقظت قلمي من سباته روايه حرمت عيناي من النوم لتدخلني احداثها وكانني كنت معهم بين مرحله ضياع الهويه ومرحله البحث عنها كانت ساق البامبو اول روايه انهيها ف فتره قصيره
0,Negative,يمكن اعتبار الكتاب عباره عن تجميع وتلخيص لمجموعه من القواعد الاساسيه التي تعرف انواع القراءه والقراء، بالاضافه الي نصائح عامه عن الطريقه الامثل لاختيار الكتاب المفيد وطريقه قراءته
2,Mixed,ليس جيد القيمه في الايجار محفزه وقمت بالايجار بقيمه لخمسه ليالي وعند وضولي تفاجات بدفع مبلغ ريال اضافه لعدم وجود الخدمات المرغوبه مقارنه بفنادق اقل قيمه وافضل خدمات حيث ان سعر الماء في الخارج بدرهم واحد وعندهم ب درهم وكي تي شيرت فقط ب درهم بصراحه اسعار مبالغه في مكان خطاء
0,Negative,مخيب للامل المطبخ والادوات قديمه وتحتاج الا نظافه
2,Mixed,كوميديه وخفيفه اضحكتني كثيرا واستمتعت بوقتي وانا اقراها واعجبني توجيهها الحديث للقارئ من حين لاخر
0,Negative,مخيب للامل السعر فقط النظافه سيئه جدا والمواقف ضيقه جدادورات المياه سيئه جدا راحه كريهه جدا الفرش سيئ جدا
1,Positive,ممتاز المكان هادي نظيف ترتاح فيه الابواب المشتركه الي بغرف مزعجه خاص اذا كان فيه طفل احسه في غرفتي يبكي
2,Mixed,فندق جيد تنقصه دقه الاهتمام بالراحه الافطار جيد والسرير رائع والموقع ممتاز موقف السيارات بعيد نسبيا عن الفندق وصعب في الاصطفاف الحجره غير معزوله من الاصوات يمكنك سماع اصوات الحجرات المجاوره بوضوح مما يسبب ازعاج شديدملاحظات علي السباكه تسريب مياه
1,Positive,اشكر القائمين علي الفندق يمتاز بموقع جيد وراحه واسعار مناسبه لاشي
0,Negative,الروايه في البدايه كانت قويه مع خالد تحيه وامام وخلود وفجاه انتقلت لعصر المماليك بدون مقدمات وده اخلال بعناصر الروايه في الادب يؤخذ عليها كمان اظهار الشخصيات العربيه بمظهر سيء زي صالح اللي كانت رائحته كريهه وبيدخن الافيون والشخصيه اليهوديه طبيب وعالم اللي هو ازاي بقي ؟ التطرق ل الساديه واللواط ول حب واحده متزوجه ده يخدم الروايه ف ايه ده يجيب تقزز من الروايه والاحداث انا تقريبا في منتصف الروايه وحاسه بملل شديد جدا ومش عارفه اكملها التقييم المبدئي نجمه لغايه ما اعرف اكمل الروايه يمكن احداثها تبقي مشوقه شويه مش ممله
2,Mixed,يجب اعاده النظر بالموظف المصري لا يصح ان يكون في استقبال فندق الفندق جيد و موقعه جيد و فيه اهم شي مواقف سيارات الموظف المصري اللي سلمت له الغرفه سيء للغايه الساعه ، ما يبتسم و مكشر و لا فيه مرونه مع العملاء ، اقول له يا شيخ ابي زياده ساعه بس توني جاي من المستشفي من الصبح ابريح يقول لا فيه نزلاء جايين ، حسبي الله و نعم الوكيل عليه خلاني امشي بالقايله
